author,title,type,start,end,kind,words
"Dickens, Charles",Great Expectations,entity,6577,6579,person,Joe
"Dickens, Charles",Great Expectations,entity,6789,6791,person,Joe
"Dickens, Charles",Great Expectations,entity,7057,7057,person,I
"Dickens, Charles",Great Expectations,entity,7066,7068,person,Joe
"Dickens, Charles",Great Expectations,entity,7179,7181,person,Joe
"Dickens, Charles",Great Expectations,entity,7487,7500,person,Joseph Gargery
"Dickens, Charles",Great Expectations,entity,7753,7755,person,Joe
"Dickens, Charles",Great Expectations,entity,7869,7871,person,Joe
"Dickens, Charles",Great Expectations,entity,8351,8353,person,Joe
"Dickens, Charles",Great Expectations,entity,9061,9063,person,Joe
"Dickens, Charles",Great Expectations,entity,9254,9264,person,Mr Jaggers
"Dickens, Charles",Great Expectations,entity,9349,9359,person,Mr Jaggers
"Dickens, Charles",Great Expectations,entity,9714,9716,person,Joe
"Dickens, Charles",Great Expectations,entity,5027,5032,location,London
"Dickens, Charles",Great Expectations,entity,5057,5062,location,London
"Dickens, Charles",Great Expectations,entity,8750,8755,location,London
"Dickens, Charles",Great Expectations,sentence,1,152,NA,oned chair in her corner and Biddy sat at her needlework before the fire and Joe sat next Biddy and I sat next Joe in the corner opposite my sister
"Dickens, Charles",Great Expectations,sentence,154,305,NA,The more I looked into the glowing coals the more incapable I became of looking at Joe the longer the silence lasted the more unable I felt to speak
"Dickens, Charles",Great Expectations,sentence,307,652,NA,At length I got out Joe have you told Biddy No Pip returned Joe still looking at the fire and holding his knees tight as if he had private information that they intended to make off somewhere which I left it to yourself Pip I would rather you told Joe Pips a gentleman of fortun then said Joe and God bless him in it
"Dickens, Charles",Great Expectations,sentence,654,694,NA,Biddy dropped her work and looked at me
"Dickens, Charles",Great Expectations,sentence,696,731,NA,Joe held his knees and looked at me
"Dickens, Charles",Great Expectations,sentence,733,757,NA,I looked at both of them
"Dickens, Charles",Great Expectations,sentence,759,899,NA,After a pause they both heartily congratulated me but there was a certain touch of sadness in their congratulations that I rather resented
"Dickens, Charles",Great Expectations,sentence,901,1083,NA,I took it upon myself to impress Biddy and through Biddy Joe with the grave obligation I considered my friends under to know nothing and say nothing about the maker of my fortune
"Dickens, Charles",Great Expectations,sentence,1085,1247,NA,It would all come out in good time I observed and in the meanwhile nothing was to be said save that I had come into great expectations from a mysterious patron
"Dickens, Charles",Great Expectations,sentence,1249,1593,NA,Biddy nodded her head thoughtfully at the fire as she took up her work again and said she would be very particular and Joe still detaining his knees said Ay ay Ill be ekervally partickler Pip and then they congratulated me again and went on to express so much wonder at the notion of my being a gentleman that I didnt half like it
"Dickens, Charles",Great Expectations,sentence,1595,1688,NA,Infinite pains were then taken by Biddy to convey to my sister some idea of what had happened
"Dickens, Charles",Great Expectations,sentence,1690,1745,NA,To the best of my belief those efforts entirely failed
"Dickens, Charles",Great Expectations,sentence,1747,1860,NA,She laughed and nodded her head a great many times and even repeated after Biddy the words Pip and Property
"Dickens, Charles",Great Expectations,sentence,1862,1987,NA,But I doubt if they had more meaning in them than an election cry and I cannot suggest a darker picture of her state of mind
"Dickens, Charles",Great Expectations,sentence,1989,2124,NA,I never could have believed it without experience but as Joe and Biddy became more at their cheerful ease again I became quite gloomy
"Dickens, Charles",Great Expectations,sentence,2126,2273,NA,Dissatisfied with my fortune of course I could not be but it is possible that I may have been without quite knowing it dissatisfied with myself
"Dickens, Charles",Great Expectations,sentence,2275,2458,NA,Anyhow I sat with my elbow on my knee and my face upon my hand looking into the fire as those two talked about my going away and about what they should do without me and all that
"Dickens, Charles",Great Expectations,sentence,2460,2650,NA,And whenever I caught one of them looking at me though never so pleasantly and they often looked at meparticularly Biddy I felt offended as if they were expressing some mistrust of me
"Dickens, Charles",Great Expectations,sentence,2652,2702,NA,Though Heaven knows they never did by word or sign
"Dickens, Charles",Great Expectations,sentence,2704,2861,NA,At those times I would get up and look out at the door for our kitchen door opened at once upon the night and stood open on summer evenings to air the room
"Dickens, Charles",Great Expectations,sentence,2863,3030,NA,The very stars to which I then raised my eyes I am afraid I took to be but poor and humble stars for glittering on the rustic objects among which I had passed my life
"Dickens, Charles",Great Expectations,sentence,3032,3112,NA,Saturday night said I when we sat at our supper of bread and cheese and beer
"Dickens, Charles",Great Expectations,sentence,3114,3164,NA,Five more days and then the day before  the  day
"Dickens, Charles",Great Expectations,sentence,3166,3252,NA,Theyll soon go Yes Pip observed Joe whose voice sounded hollow in his beermug
"Dickens, Charles",Great Expectations,sentence,3254,3300,NA,Theyll soon go Soon soon go said Biddy
"Dickens, Charles",Great Expectations,sentence,3302,3502,NA,I have been thinking Joe that when I go down town on Monday and order my new clothes I shall tell the tailor that Ill come and put them on there or that Ill have them sent to Mr Pumblechooks
"Dickens, Charles",Great Expectations,sentence,3504,3573,NA,It would be very disagreeable to be stared at by all the people here
"Dickens, Charles",Great Expectations,sentence,3575,3578,NA,Mr
"Dickens, Charles",Great Expectations,sentence,3580,3847,NA,and Mrs Hubble might like to see you in your new genteel figure too Pip said Joe industriously cutting his bread with his cheese on it in the palm of his left hand and glancing at my untasted supper as if he thought of the time when we used to compare slices
"Dickens, Charles",Great Expectations,sentence,3849,3865,NA,So might Wopsle
"Dickens, Charles",Great Expectations,sentence,3867,3920,NA,And the Jolly Bargemen might take it as a compliment
"Dickens, Charles",Great Expectations,sentence,3922,3957,NA,Thats just what I dont want Joe
"Dickens, Charles",Great Expectations,sentence,3959,4061,NA,They would make such a business of itsuch a coarse and common businessthat I couldnt bear myself
"Dickens, Charles",Great Expectations,sentence,4063,4278,NA,Ah that indeed Pip said Joe If you couldnt abear yourself Biddy asked me here as she sat holding my sisters plate Have you thought about when youll show yourself to Mr Gargery and your sister and me
"Dickens, Charles",Great Expectations,sentence,4280,4651,NA,You will show yourself to us wont you Biddy I returned with some resentment you are so exceedingly quick that its difficult to keep up with you She always were quick observed Joe If you had waited another moment Biddy you would have heard me say that I shall bring my clothes here in a bundle one eveningmost likely on the evening before I go away
"Dickens, Charles",Great Expectations,sentence,4653,4671,NA,Biddy said no more
"Dickens, Charles",Great Expectations,sentence,4673,4779,NA,Handsomely forgiving her I soon exchanged an affectionate good night with her and Joe and went up to bed
"Dickens, Charles",Great Expectations,sentence,4781,4934,NA,When I got into my little room I sat down and took a long look at it as a mean little room that I should soon be parted from and raised above for ever
"Dickens, Charles",Great Expectations,sentence,4936,5208,NA,It was furnished with fresh young remembrances too and even at the same moment I fell into much the same confused division of mind between it and the better rooms to which I was going as I had been in so often between the forge and Miss Havishams and Biddy and Estella
"Dickens, Charles",Great Expectations,sentence,5210,5298,NA,The sun had been shining brightly all day on the roof of my attic and the room was warm
"Dickens, Charles",Great Expectations,sentence,5300,5504,NA,As I put the window open and stood looking out I saw Joe come slowly forth at the dark door below and take a turn or two in the air and then I saw Biddy come and bring him a pipe and light it for him
"Dickens, Charles",Great Expectations,sentence,5506,5610,NA,He never smoked so late and it seemed to hint to me that he wanted comforting for some reason or other
"Dickens, Charles",Great Expectations,sentence,5612,5852,NA,He presently stood at the door immediately beneath me smoking his pipe and Biddy stood there too quietly talking to him and I knew that they talked of me for I heard my name mentioned in an endearing tone by both of them more than once
"Dickens, Charles",Great Expectations,sentence,5854,6117,NA,I would not have listened for more if I could have heard more so I drew away from the window and sat down in my one chair by the bedside feeling it very sorrowful and strange that this first night of my bright fortunes should be the loneliest I had ever known
"Dickens, Charles",Great Expectations,sentence,6119,6332,NA,Looking towards the open window I saw light wreaths from Joes pipe floating there and I fancied it was like a blessing from Joenot obtruded on me or paraded before me but pervading the air we shared together
"Dickens, Charles",Great Expectations,sentence,6334,6456,NA,I put my light out and crept into bed and it was an uneasy bed now and I never slept the old sound sleep in it any more
"Dickens, Charles",Great Expectations,sentence,6458,6469,NA,Chapter XIX
"Dickens, Charles",Great Expectations,sentence,6471,6600,NA,Morning made a considerable difference in my general prospect of Life and brightened it so much that it scarcely seemed the same
